ProductCode,SalePrice,OriginalPrice,ScrapedAt,DFN
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:40:29,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:40:29,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:40:29,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:41:10,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:41:10,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:41:10,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:41:50,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:41:50,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:41:50,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:41:59,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:41:59,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:41:59,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:42:46,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:42:46,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:42:46,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:43:28,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:43:28,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:43:28,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:44:09,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:44:09,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:44:09,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:44:39,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:44:39,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:44:39,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:45:09,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:45:09,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:45:09,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:45:16,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:45:16,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:45:16,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:46:05,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:46:05,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:46:05,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:46:03,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:46:03,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:46:03,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:46:51,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:46:51,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:46:51,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:47:34,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:47:34,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:47:34,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:48:27,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:48:27,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:48:27,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:49:03,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:49:03,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:49:03,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:49:20,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:49:20,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:49:20,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:49:47,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:49:47,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:49:47,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:49:55,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:49:55,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:49:55,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:50:22,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:50:22,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:50:22,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:50:59,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:50:59,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:50:59,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:51:36,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:51:36,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:51:36,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:52:12,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:52:12,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:52:12,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:52:48,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:52:48,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:52:48,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:53:26,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:53:26,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:53:26,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:54:02,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:54:02,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:54:02,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:54:19,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:54:19,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:54:19,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:54:38,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:54:38,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:54:38,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:54:58,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:54:58,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:54:58,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:55:38,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:55:38,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:55:38,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:55:38,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:55:38,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:55:38,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:56:01,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:56:01,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:56:01,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:56:13,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:56:13,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:56:13,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:56:37,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:56:37,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:56:37,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:57:14,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:57:14,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:57:14,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:57:50,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:57:50,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:57:50,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:58:06,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:58:06,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:58:06,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,,,2025-10-08 16:58:28,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:58:28,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:58:28,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:58:46,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:58:46,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:58:46,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 16:59:28,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 16:59:28,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 16:59:28,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:00:08,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:00:08,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:00:08,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:00:49,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:00:49,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:00:49,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:01:36,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:01:36,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:01:36,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:02:17,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:02:17,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:02:17,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:02:56,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:02:56,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:02:56,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:03:36,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:03:36,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:03:36,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:04:16,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:04:16,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:04:16,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:05:04,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:05:04,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:05:04,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:05:44,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:05:44,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:05:44,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:06:24,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:06:24,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:06:24,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:07:04,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:07:04,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:07:04,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:07:43,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:07:43,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:07:43,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:08:24,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:08:24,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:08:24,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:09:08,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:09:08,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:09:08,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:09:48,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:09:48,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:09:48,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:10:30,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:10:30,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:10:30,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:11:11,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:11:11,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:11:11,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:11:52,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:11:52,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:11:52,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:12:32,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:12:32,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:12:32,Lenovo  Yoga Slim 7i
JJGCQ8RH7G,$799.00,$999.00,2025-10-08 17:13:12,Apple MacBook Air 13
JJGQJRKGQ4,$879.99,"$1,349.99",2025-10-08 17:13:12,HP OmniBook X
JJGSHCGSCW,"$1,449.99",,2025-10-08 17:13:12,Lenovo  Yoga Slim 7i
